,Hand
5193,"['10♠', '5♥', '7♠', '10♥', '7♣']"
5194,"['4♠', '5♥', '2♦', 'K♦', '4♣']"
5195,"['9♦', '6♦', '3♠', 'Q♣', '2♠']"
5196,"['10♣', 'Q♠', 'J♦', '6♥', '6♣']"
5197,"['2♦', '5♦', 'A♣', 'K♠', '7♣']"
5198,"['4♥', '3♦', '9♦', '3♠', '7♦']"
5199,"['K♦', '7♥', 'J♣', 'K♠', 'J♠']"
5200,"['10♠', 'K♠', '4♣', '3♥', '9♥']"
5201,"['J♠', 'K♣', 'A♣', '7♥', '6♣']"
5202,"['3♣', '4♦', 'J♠', '5♥', 'K♠']"
5203,"['6♥', '8♦', 'J♥', '7♠', '8♣']"
5204,"['9♠', 'A♦', '2♥', '3♥', 'Q♣']"
5205,"['8♣', 'Q♥', 'Q♠', '3♦', 'J♦']"
5206,"['9♥', 'A♦', '4♠', '9♣', '6♦']"
5207,"['K♦', '6♥', 'Q♣', 'A♦', '9♠']"
5208,"['J♦', '8♠', '4♣', '10♠', 'J♣']"
5209,"['Q♦', '7♠', 'K♥', 'J♦', '3♣']"
5210,"['9♠', '7♦', 'K♣', '3♦', '6♥']"
5211,"['3♦', '6♦', '8♦', '8♥', '2♠']"
5212,"['6♠', '10♦', 'J♦', '4♠', 'K♦']"
5213,"['3♥', '8♦', '2♦', '7♠', '3♠']"
5214,"['10♠', '4♥', '7♦', 'Q♣', '6♦']"
5215,"['2♣', '5♠', 'Q♥', '3♣', '6♦']"
5216,"['10♣', 'K♣', '8♣', 'Q♦', '5♣']"
5217,"['Q♠', '6♠', '5♣', '10♣', 'K♣']"
5218,"['3♦', 'Q♦', '4♠', '2♣', '5♠']"
5219,"['7♦', '2♦', '8♠', '5♥', '2♠']"
5220,"['Q♦', '9♦', '3♦', '4♦', '7♣']"
5221,"['K♣', 'A♦', 'Q♦', '8♥', 'J♠']"
5222,"['5♠', '6♦', '6♠', '4♠', '9♣']"
5223,"['6♦', '4♠', 'J♦', '2♣', '8♦']"
5224,"['7♥', '7♦', '6♣', 'K♠', 'A♦']"
5225,"['6♦', 'J♣', 'J♠', '7♥', '8♠']"
5226,"['9♦', '8♣', 'K♦', '7♥', '5♣']"
5227,"['7♠', '8♥', '3♣', 'Q♠', '8♠']"
5228,"['6♠', '8♦', '4♥', '7♦', 'J♥']"
5229,"['J♠', '6♥', '3♠', '7♥', '5♥']"
5230,"['2♣', '8♦', '7♠', '2♠', 'J♥']"
5231,"['4♠', '3♦', '4♦', '7♣', '6♦']"
5232,"['2♣', 'K♥', '10♦', 'Q♠', '9♠']"
5233,"['3♠', '4♠', '5♣', 'K♠', '7♥']"
5234,"['7♣', '2♦', '3♣', '5♥', 'A♥']"
5235,"['6♠', '8♥', '9♠', 'J♥', '3♥']"
5236,"['6♦', '10♣', '7♥', '5♠', '2♦']"
5237,"['8♥', 'K♥', '7♣', 'Q♥', '9♥']"
5238,"['J♦', '3♦', '10♥', '10♠', '8♠']"
5239,"['5♠', '5♣', 'Q♦', '7♥', '10♣']"
5240,"['8♣', '3♦', '10♠', '4♥', 'J♥']"
5241,"['K♣', '5♦', '9♦', '8♣', '5♥']"
5242,"['J♦', 'A♥', '6♣', '3♦', 'Q♣']"
5243,"['J♠', '4♠', '10♥', '10♠', 'J♣']"
5244,"['9♣', 'A♣', '3♣', 'Q♥', '10♠']"
5245,"['8♠', '9♠', '8♣', '6♦', '6♣']"
5246,"['8♥', '3♦', 'K♣', 'J♥', 'K♥']"
5247,"['3♦', '5♠', '10♦', 'K♠', '10♥']"
5248,"['K♠', '7♠', '8♠', 'Q♦', '4♠']"
5249,"['6♣', '5♠', '10♦', '9♥', '2♦']"
5250,"['Q♠', '3♠', '5♥', 'K♦', '4♥']"
5251,"['A♣', 'A♥', '10♦', '8♦', '4♠']"
5252,"['9♣', '2♥', '6♣', 'Q♥', 'K♥']"
5253,"['3♣', '6♠', '8♦', '7♥', '5♥']"
5254,"['J♠', 'Q♣', '3♦', '7♠', '2♠']"
5255,"['5♥', '2♦', 'Q♦', 'A♥', '2♣']"
5256,"['5♥', '3♣', '2♥', 'J♠', 'J♦']"
5257,"['Q♠', '4♣', '3♦', '10♥', '5♥']"
5258,"['4♣', '8♦', '6♣', 'A♣', 'Q♥']"
5259,"['3♣', 'K♣', 'Q♥', '6♣', 'J♥']"
5260,"['Q♦', '4♥', 'A♣', '9♥', '10♥']"
5261,"['3♥', '4♠', '2♠', 'A♣', 'K♠']"
5262,"['9♣', '8♠', '4♠', 'J♥', '9♠']"
5263,"['Q♥', 'K♠', '10♣', '2♥', '6♥']"
5264,"['10♠', 'J♥', '8♣', '2♦', '9♠']"
5265,"['10♦', '3♦', '4♦', '5♥', 'Q♦']"
5266,"['10♣', '2♠', 'K♥', '6♥', '5♦']"
5267,"['10♠', '10♦', '3♥', '9♠', '5♠']"
5268,"['5♦', '5♠', '3♥', '3♣', '8♥']"
5269,"['8♠', '6♦', 'K♣', '2♣', '7♠']"
5270,"['6♥', '8♦', '4♣', '4♦', '5♣']"
5271,"['K♦', 'J♣', '3♣', 'K♣', '10♥']"
5272,"['J♦', '9♥', '8♥', '6♦', '9♣']"
5273,"['10♦', 'K♠', '6♣', '2♥', '2♦']"
5274,"['4♥', 'Q♦', '6♥', '3♠', '9♣']"
5275,"['K♠', '9♦', 'A♣', '4♦', '3♥']"
5276,"['10♥', 'A♥', 'Q♦', '4♦', '4♣']"
5277,"['Q♦', '8♠', '9♥', '2♠', 'K♦']"
5278,"['10♦', 'A♦', '7♠', '6♥', 'J♣']"
5279,"['K♠', '8♠', '2♣', '2♦', '9♦']"
5280,"['2♣', '6♣', '7♦', '3♦', '3♥']"
5281,"['K♣', '3♦', 'Q♣', 'A♥', 'Q♦']"
5282,"['8♣', '8♠', '2♥', '5♣', '6♦']"
5283,"['7♣', '3♦', 'A♣', '3♣', '7♦']"
5284,"['Q♥', 'J♦', '2♠', '10♠', '7♣']"
5285,"['J♦', 'K♥', '5♣', '6♠', 'A♣']"
5286,"['J♣', '6♠', '2♣', '10♠', '7♣']"
5287,"['9♣', '3♦', '8♥', '8♠', '2♣']"
5288,"['6♦', '2♣', 'Q♥', '7♦', '4♥']"
5289,"['10♥', 'K♦', 'J♦', '4♣', '3♥']"
5290,"['Q♠', '4♠', '3♥', '9♥', '9♦']"
5291,"['4♥', 'A♣', 'J♥', '9♣', 'Q♣']"
5292,"['7♥', '7♣', '7♦', '9♣', '8♠']"
5293,"['6♠', '2♦', '7♦', '8♣', '9♠']"
5294,"['8♠', 'K♦', '5♠', '8♥', '6♣']"
5295,"['7♠', 'K♣', '3♣', '3♦', '7♥']"
5296,"['3♣', '9♣', '8♦', '4♣', 'A♦']"
5297,"['2♥', '2♦', '9♥', 'J♦', '4♣']"
5298,"['A♥', '5♠', 'K♠', '2♣', 'J♥']"
5299,"['9♠', '6♠', 'J♠', 'Q♠', 'K♥']"
5300,"['6♥', 'A♥', 'J♥', 'Q♣', '3♦']"
5301,"['3♠', '4♣', '5♥', 'Q♠', 'Q♥']"
5302,"['8♣', '2♣', '8♦', '3♦', '10♥']"
5303,"['3♣', 'J♠', 'K♦', '2♣', '7♥']"
5304,"['6♠', 'Q♥', 'Q♦', '5♣', '9♦']"
5305,"['K♥', 'Q♠', '10♥', '7♣', 'A♥']"
5306,"['J♥', '10♠', '7♣', '5♣', '6♠']"
5307,"['6♦', '5♣', 'K♥', '9♦', 'J♠']"
5308,"['A♦', '8♦', '10♦', '2♦', '3♣']"
5309,"['4♣', 'A♥', '4♥', '4♠', '5♠']"
5310,"['A♦', '3♥', '6♣', '7♣', '5♦']"
5311,"['6♠', '3♦', '9♥', 'J♣', 'A♥']"
5312,"['10♠', '8♥', '9♠', '4♦', '5♠']"
5313,"['A♦', 'J♥', '3♠', '2♦', 'A♥']"
5314,"['K♦', 'A♦', '4♣', 'Q♠', 'K♠']"
5315,"['9♣', '4♦', '6♠', '9♦', '7♣']"
5316,"['K♦', '10♠', '3♥', '4♦', '8♦']"
5317,"['6♣', '9♣', 'K♣', 'A♦', 'A♥']"
5318,"['3♥', '3♠', '10♠', '7♠', '7♣']"
5319,"['9♦', 'J♠', '4♦', '5♣', '2♥']"
5320,"['3♣', '8♥', '7♦', '10♠', '2♣']"
5321,"['5♣', 'J♠', '10♥', '5♥', '7♥']"
5322,"['6♣', 'Q♦', '3♥', '5♠', '7♠']"
5323,"['3♣', '7♦', '7♣', '4♣', '9♦']"
5324,"['K♣', 'K♦', 'A♦', '6♦', 'J♦']"
5325,"['2♠', '2♦', '7♦', '10♣', '4♦']"
5326,"['4♣', '9♦', 'Q♣', '7♣', '2♦']"
5327,"['J♦', '9♣', '6♠', '7♠', 'Q♦']"
5328,"['7♣', '10♠', 'Q♠', '9♣', 'K♣']"
5329,"['A♥', 'Q♥', '3♠', '4♠', '4♣']"
5330,"['K♥', 'K♠', '6♣', 'J♥', 'J♦']"
5331,"['5♥', '5♦', '7♦', '9♦', 'Q♥']"
5332,"['4♠', 'Q♥', '10♠', '5♣', '4♣']"
5333,"['K♥', 'A♣', '10♦', '3♥', '10♣']"
5334,"['4♠', '10♦', '5♣', '3♥', '7♣']"
5335,"['4♠', '2♠', '6♦', '10♥', 'K♠']"
5336,"['Q♠', '7♦', '7♠', '4♠', '10♣']"
5337,"['J♦', '4♣', 'K♥', 'A♦', '3♥']"
5338,"['7♠', '8♥', '4♦', 'J♦', '5♣']"
5339,"['A♥', '8♦', 'K♣', 'K♠', 'Q♣']"
5340,"['8♣', 'Q♦', 'Q♠', '10♣', '6♦']"
5341,"['6♠', '10♣', '4♠', 'Q♥', '9♥']"
5342,"['6♥', 'K♠', '10♠', '4♥', '5♥']"
5343,"['7♣', 'A♦', '3♥', '3♠', '4♣']"
5344,"['6♦', '2♣', '3♣', '7♥', '5♥']"
5345,"['3♣', 'J♥', '5♦', '2♦', '8♦']"
5346,"['8♠', 'J♦', '10♥', 'K♥', '5♠']"
5347,"['5♥', '5♠', '3♦', '5♣', '8♦']"
5348,"['8♦', '4♥', '5♦', '4♦', 'J♥']"
5349,"['5♦', '10♠', '7♣', 'J♣', '3♠']"
5350,"['2♦', '7♥', 'K♣', '3♦', '10♦']"
5351,"['6♠', '2♣', '3♣', '10♠', '4♠']"
5352,"['9♦', '8♠', '8♥', '10♣', '3♣']"
5353,"['4♦', '7♦', '4♥', '5♥', '6♠']"
5354,"['8♦', '10♥', '8♠', '5♥', '7♦']"
5355,"['2♥', '5♥', 'A♥', '8♦', 'A♦']"
5356,"['6♠', '4♣', 'J♠', 'Q♦', '7♦']"
5357,"['3♠', '9♥', '9♣', '10♥', '2♥']"
5358,"['10♠', '5♦', '5♣', '10♣', 'A♣']"
5359,"['4♣', '2♠', '5♦', '8♠', '7♥']"
5360,"['5♦', '8♦', '10♦', 'A♥', '3♠']"
5361,"['Q♣', '2♥', '9♠', '6♦', '10♦']"
5362,"['2♦', '7♦', '7♥', '3♥', '4♦']"
5363,"['6♣', '8♠', '5♥', '4♥', '3♣']"
5364,"['A♦', '9♥', 'Q♠', 'A♥', '6♠']"
5365,"['5♥', '10♥', '4♠', '7♥', '4♣']"
5366,"['8♠', 'Q♣', 'J♣', 'Q♦', '7♠']"
5367,"['4♣', '8♦', '4♥', '7♦', 'K♣']"
5368,"['10♠', '2♠', 'J♠', '6♣', '6♦']"
5369,"['K♦', 'K♠', '6♣', '2♦', 'A♣']"
5370,"['A♦', '6♥', 'J♦', 'J♥', '3♠']"
5371,"['4♦', '4♣', '7♥', '6♦', '7♦']"
5372,"['J♦', '5♥', '5♦', '9♣', 'K♥']"
5373,"['K♦', '7♦', '4♣', 'K♣', '2♦']"
5374,"['7♦', '5♥', '9♦', '4♣', '8♥']"
5375,"['J♣', '6♠', '4♥', 'Q♥', '2♦']"
5376,"['6♦', '5♥', 'Q♦', 'K♣', '3♣']"
5377,"['Q♥', '5♥', '10♠', '2♣', '6♣']"
5378,"['2♠', '6♥', '5♣', 'Q♥', 'K♦']"
5379,"['A♦', '6♦', '7♣', '10♠', 'J♥']"
5380,"['K♥', '5♠', 'J♥', '4♦', '7♣']"
5381,"['J♣', '9♠', 'Q♣', '5♣', '2♣']"
5382,"['3♠', '10♣', '2♠', '4♣', '7♠']"
5383,"['K♥', '7♣', '4♦', 'K♣', 'J♥']"
5384,"['3♦', 'K♣', '8♠', 'A♣', '3♣']"
5385,"['3♠', '10♠', '10♦', '7♣', '10♣']"
5386,"['10♥', 'K♣', '7♣', '2♦', '2♥']"
5387,"['3♦', 'K♥', '5♥', '4♠', '2♣']"
5388,"['6♠', '3♠', '5♣', 'J♦', '7♠']"
5389,"['9♦', '2♠', 'J♠', '7♠', '4♠']"
5390,"['10♠', '7♦', '2♠', 'Q♣', 'Q♥']"
5391,"['4♣', 'Q♠', 'J♠', '5♦', '7♦']"
5392,"['8♥', '9♣', '10♠', '10♦', '9♠']"
5393,"['5♥', '10♦', 'Q♣', 'A♣', 'A♥']"
5394,"['9♦', 'Q♦', 'K♣', '5♥', 'J♥']"
5395,"['7♠', '9♠', 'Q♣', '6♥', '10♣']"
5396,"['K♥', '6♠', 'Q♥', '10♠', 'K♦']"
5397,"['J♥', '10♣', 'J♦', '7♦', '8♠']"
5398,"['Q♣', 'K♠', '2♥', 'J♣', '7♦']"
5399,"['A♥', '9♣', '4♣', '10♣', '2♥']"
5400,"['2♣', '2♦', '10♥', '8♠', '5♥']"
5401,"['4♦', 'K♦', '9♦', '2♦', '3♥']"
5402,"['6♥', 'K♥', '10♠', 'Q♥', '7♥']"
5403,"['7♥', '8♠', 'J♣', '8♣', '5♣']"
5404,"['J♥', 'Q♣', '3♠', '9♠', 'A♦']"
5405,"['4♥', '5♠', 'Q♣', 'A♣', '10♦']"
5406,"['9♣', 'K♣', '7♣', '8♥', '4♦']"
5407,"['5♦', '6♣', 'J♠', '8♥', '5♣']"
5408,"['3♥', '3♣', '9♥', 'J♣', 'K♠']"
5409,"['4♣', 'J♣', 'K♠', '8♣', 'K♥']"
5410,"['3♣', 'K♥', '7♠', 'J♥', 'J♦']"
5411,"['Q♥', '9♥', 'J♥', 'Q♣', 'A♣']"
5412,"['K♦', '4♦', 'A♣', '6♥', 'J♦']"
5413,"['8♥', 'K♦', '2♥', 'K♠', '6♥']"
5414,"['K♦', 'A♥', 'Q♣', '7♣', '7♦']"
5415,"['Q♥', '7♦', 'A♦', '3♥', '5♦']"
5416,"['2♥', '5♣', '5♠', '6♦', '7♠']"
5417,"['10♦', '3♣', 'A♥', '6♠', 'J♥']"
5418,"['8♠', 'J♥', '6♣', '4♥', 'Q♥']"
5419,"['10♦', '10♣', '6♥', '6♦', '10♥']"
5420,"['3♥', 'A♣', '6♦', 'Q♠', '9♣']"
5421,"['K♦', '3♥', 'K♥', '5♣', '6♣']"
5422,"['7♠', '2♥', '3♣', 'Q♣', '9♣']"
5423,"['Q♥', '3♦', 'Q♦', '5♠', 'Q♣']"
5424,"['10♥', '3♦', 'K♠', '7♠', '3♠']"
5425,"['8♣', '8♠', '9♦', 'J♣', '4♠']"
5426,"['7♥', '8♥', '10♦', '5♦', '7♣']"
5427,"['2♠', '3♥', 'Q♠', '4♥', 'A♦']"
5428,"['2♥', '10♥', 'K♥', 'K♦', '7♦']"
5429,"['9♥', '7♥', 'K♠', '9♣', '8♦']"
5430,"['Q♦', 'K♠', 'J♠', '4♣', '2♥']"
5431,"['6♠', '8♦', '3♥', '5♠', 'A♦']"
5432,"['10♣', 'Q♣', '7♥', 'K♠', '3♣']"
5433,"['3♦', 'A♣', 'Q♦', 'K♣', '5♥']"
5434,"['10♣', '3♠', 'A♣', '5♠', 'K♥']"
5435,"['5♦', '4♦', '5♥', '5♠', '3♥']"
5436,"['5♣', '9♦', '5♦', '7♣', 'J♣']"
5437,"['J♦', 'A♥', '5♦', '10♦', 'Q♦']"
5438,"['6♣', '6♦', 'K♥', '5♠', '5♦']"
5439,"['A♥', '5♦', 'K♦', '9♣', '9♠']"
5440,"['Q♠', 'J♣', '5♥', 'J♦', '8♣']"
5441,"['8♣', '6♦', 'Q♣', 'J♥', '5♣']"
5442,"['10♦', '8♣', 'K♠', '5♠', '2♦']"
5443,"['5♥', '8♦', '9♣', '4♦', '10♣']"
5444,"['2♠', 'K♠', '8♥', 'K♥', 'J♠']"
5445,"['5♦', '7♦', '2♣', '3♦', '4♣']"
5446,"['J♣', 'J♦', '7♣', '10♦', '6♠']"
5447,"['K♣', 'Q♣', '2♠', '9♣', '6♠']"
5448,"['K♦', 'Q♣', '2♣', '5♠', '5♣']"
5449,"['Q♠', '5♣', '7♣', '3♥', 'K♠']"
5450,"['2♠', '9♣', '3♣', '8♥', '4♠']"
5451,"['Q♠', '5♠', '4♠', '4♥', '3♥']"
5452,"['2♠', '3♦', 'A♥', '5♠', '10♠']"
5453,"['3♣', 'J♥', '9♠', '4♣', '9♣']"
5454,"['2♦', '3♥', 'K♣', 'Q♥', 'K♥']"
5455,"['8♦', 'J♥', '7♠', 'J♣', '7♣']"
5456,"['9♠', '8♣', '10♦', '8♦', '2♦']"
5457,"['2♣', '6♦', '10♦', 'K♣', 'A♣']"
5458,"['10♣', '2♦', '10♥', '4♠', 'Q♠']"
5459,"['Q♦', '9♠', '6♠', 'K♠', '3♣']"
5460,"['3♦', '4♠', 'Q♥', '6♥', 'J♣']"
5461,"['9♣', '7♠', '9♠', 'K♠', '6♦']"
5462,"['5♥', '10♠', '2♥', '8♣', '9♦']"
5463,"['8♣', '5♥', '5♠', '4♠', '10♥']"
5464,"['6♣', '7♣', 'Q♣', '9♥', 'Q♠']"
5465,"['7♦', '10♥', 'J♦', '5♦', '8♦']"
5466,"['K♠', '3♠', '2♥', '2♦', 'Q♠']"
5467,"['9♦', 'J♣', '4♥', '5♦', '2♣']"
5468,"['J♠', 'J♣', '10♥', '9♠', '6♥']"
5469,"['8♠', 'A♥', 'A♦', '8♦', '8♥']"
5470,"['2♠', '6♥', '8♥', 'K♣', '3♥']"
5471,"['7♣', '9♣', '10♦', '10♥', 'Q♦']"
5472,"['6♠', 'A♣', '6♥', '6♦', 'K♥']"
5473,"['10♣', '5♠', '5♦', '3♠', 'A♥']"
5474,"['5♣', '6♣', '5♥', '7♦', 'A♥']"
5475,"['8♦', '6♠', '5♦', '5♥', '10♥']"
5476,"['10♦', 'J♠', '5♣', 'J♥', '2♥']"
5477,"['7♥', 'K♥', '3♥', '5♠', '2♣']"
5478,"['6♦', '9♣', 'A♦', 'Q♠', '3♥']"
5479,"['3♦', '6♦', '2♣', '7♠', '5♦']"
5480,"['J♦', '5♣', '6♣', '2♦', 'A♥']"
5481,"['3♣', 'K♥', 'K♣', '8♦', '4♥']"
5482,"['2♥', '7♣', 'K♦', '7♦', '2♣']"
5483,"['2♥', 'J♥', 'Q♥', '4♦', '9♠']"
5484,"['2♦', '8♣', 'J♣', '2♥', '9♥']"
5485,"['10♣', '2♠', 'A♣', '4♠', '6♥']"
5486,"['7♠', '2♣', 'Q♣', '2♦', '2♥']"
5487,"['5♥', 'A♣', '6♠', '6♥', '4♠']"
5488,"['9♠', 'J♠', '6♦', '3♦', '10♠']"
5489,"['5♠', 'K♣', 'J♥', '5♣', '10♦']"
5490,"['A♥', '2♦', '7♦', '5♦', '5♥']"
5491,"['3♦', '8♥', 'Q♥', 'A♥', '6♣']"
5492,"['6♦', '2♦', 'A♣', 'K♠', '4♣']"
5493,"['3♠', '4♣', '7♦', 'J♥', '6♥']"
5494,"['10♣', '4♦', '2♣', 'A♦', '4♣']"
5495,"['2♦', '6♠', '8♦', '2♠', 'K♠']"
5496,"['4♥', 'Q♣', '3♥', '2♥', '7♣']"
5497,"['K♦', '3♠', '10♥', '5♣', 'J♥']"
5498,"['5♣', '4♠', '4♥', '9♥', 'K♠']"
5499,"['5♣', 'A♦', '7♦', '7♠', 'J♦']"
5500,"['J♥', '7♦', 'A♥', 'K♣', '2♥']"
5501,"['2♦', '6♣', '7♦', '8♠', '3♣']"
5502,"['4♥', '2♣', '7♣', 'J♦', 'Q♦']"
5503,"['3♦', 'K♠', 'J♥', '10♦', 'Q♦']"
5504,"['Q♥', '7♣', 'Q♠', '4♦', '7♠']"
5505,"['3♣', '5♣', '10♣', '8♣', '5♦']"
5506,"['K♣', '9♦', '9♠', '8♣', '7♦']"
5507,"['A♦', '10♠', '4♥', '3♣', '3♠']"
5508,"['5♥', 'J♥', '4♣', 'K♥', '6♣']"
5509,"['8♠', '7♦', '8♦', '5♣', 'Q♦']"
5510,"['6♣', '3♦', '10♦', '9♥', 'A♥']"
5511,"['4♦', '10♠', '4♣', 'K♣', '7♥']"
5512,"['K♦', 'Q♦', '8♥', 'A♦', '2♠']"
5513,"['7♦', 'A♥', '3♣', '10♠', 'K♠']"
5514,"['2♠', '7♦', '8♦', '5♣', 'J♠']"
5515,"['10♠', '8♣', '5♦', '8♥', '2♠']"
5516,"['6♣', '9♣', '2♣', '4♥', '8♠']"
5517,"['9♥', '3♣', 'K♥', 'Q♠', '3♠']"
5518,"['Q♠', '2♣', 'A♦', 'J♦', '10♦']"
5519,"['A♦', 'A♣', '7♣', '5♦', '2♠']"
5520,"['5♥', '3♣', 'K♦', '3♥', '3♦']"
5521,"['3♦', '6♣', '4♠', '5♣', 'J♠']"
5522,"['5♦', '9♣', 'Q♠', '6♦', '9♠']"
5523,"['4♦', '2♣', '5♥', '3♣', '7♥']"
5524,"['7♣', 'J♦', '4♥', '7♦', '2♦']"
5525,"['9♥', '8♥', '6♠', '2♥', 'K♣']"
5526,"['2♣', 'J♣', 'K♣', '10♥', '9♥']"
5527,"['2♣', 'Q♠', '10♠', '4♣', '8♣']"
5528,"['9♠', '8♣', 'Q♥', '4♠', '6♠']"
5529,"['2♥', '5♣', '7♠', '8♥', '7♥']"
5530,"['3♦', '9♣', 'J♦', '5♠', 'K♥']"
5531,"['2♠', 'K♥', 'J♣', 'K♦', '5♦']"
5532,"['3♣', '2♦', '2♥', 'K♣', 'K♠']"
5533,"['J♣', '2♦', 'A♦', '9♥', '10♦']"
5534,"['9♥', '8♠', '10♠', 'K♣', 'A♥']"
5535,"['A♦', 'Q♣', 'J♠', '4♦', '6♦']"
5536,"['7♥', '3♦', 'Q♦', '7♦', '10♣']"
5537,"['10♠', '8♣', '6♥', '9♦', '9♣']"
5538,"['7♣', '4♥', '3♠', '6♦', '10♦']"
5539,"['10♣', 'Q♦', '10♠', '5♠', 'Q♥']"
5540,"['8♠', '6♦', '2♥', '3♠', '10♦']"
5541,"['6♥', 'J♠', 'J♣', 'J♦', 'K♥']"
5542,"['9♠', 'J♦', 'K♠', '5♥', '10♠']"
5543,"['J♣', '9♠', 'Q♣', 'A♥', '5♣']"
5544,"['8♦', 'Q♣', '5♣', '5♠', '3♣']"
5545,"['5♥', '4♠', '10♠', '8♦', 'Q♦']"
5546,"['J♠', 'Q♥', '4♦', '10♣', '6♥']"
5547,"['3♠', '5♦', '8♥', 'J♥', '2♣']"
5548,"['10♦', '2♥', '7♥', '8♥', '2♣']"
5549,"['J♣', '7♦', '10♣', '3♠', 'K♦']"
5550,"['J♥', '4♠', '5♠', '3♥', 'Q♥']"
5551,"['5♦', '6♣', '10♥', '6♠', '4♣']"
5552,"['2♥', '10♠', 'A♣', '6♥', '10♦']"
5553,"['2♥', '8♥', '5♣', '2♦', '6♣']"
5554,"['8♥', '6♦', '6♥', 'K♠', '2♥']"
5555,"['7♦', '6♣', '5♠', '8♦', '8♠']"
5556,"['5♦', '5♥', '8♠', '2♠', 'K♠']"
5557,"['5♣', '4♥', '3♥', '7♦', 'K♠']"
5558,"['8♠', '3♠', '3♣', 'J♥', '2♣']"
5559,"['A♦', '4♥', '4♣', '2♣', '10♠']"
5560,"['10♦', '4♣', '7♣', '5♣', '7♠']"
5561,"['K♠', '3♥', 'Q♥', '7♠', '6♣']"
5562,"['4♦', '6♣', '10♥', '7♥', '7♦']"
5563,"['4♣', '3♣', 'Q♥', '10♣', '8♦']"
5564,"['9♠', '8♦', '9♣', '3♠', '10♣']"
5565,"['5♦', '2♥', 'J♣', 'Q♥', 'A♦']"
5566,"['7♦', 'J♣', '9♠', 'K♠', '8♣']"
5567,"['9♦', '8♠', '4♣', '7♦', '7♠']"
5568,"['2♠', '9♦', '3♣', '10♠', '8♣']"
5569,"['9♦', 'Q♦', '10♣', '2♥', '7♥']"
5570,"['J♠', '4♦', 'Q♦', '5♦', '6♠']"
5571,"['2♣', '6♦', '2♦', 'Q♦', '5♥']"
5572,"['3♥', 'A♣', '8♦', '8♣', '4♣']"
5573,"['Q♠', '2♠', '4♣', '7♥', '4♦']"
5574,"['6♠', 'J♥', '3♣', 'K♠', '6♥']"
5575,"['10♦', '10♣', '5♣', '9♣', 'J♠']"
5576,"['6♠', '4♠', '6♥', '4♦', '9♠']"
5577,"['7♥', '9♣', '7♠', 'A♥', '3♠']"
5578,"['10♣', '2♦', '7♥', '6♣', '6♠']"
5579,"['4♠', '3♠', '10♠', '2♦', 'J♥']"
5580,"['J♥', '8♠', 'J♦', '8♥', '4♣']"
5581,"['5♥', '10♠', 'A♥', '8♦', '4♣']"
5582,"['7♦', '5♣', 'J♥', '3♥', '8♣']"
5583,"['K♠', 'Q♦', '8♣', '3♦', 'J♦']"
5584,"['6♥', '5♥', '7♠', '9♠', '3♥']"
5585,"['2♣', 'Q♠', '9♦', 'J♥', '3♥']"
5586,"['6♦', 'A♥', '2♣', '10♠', '8♦']"
5587,"['4♦', 'K♣', '9♦', '3♣', '6♦']"
5588,"['K♦', '10♦', '9♦', '10♥', '4♠']"
5589,"['7♠', '7♥', '7♦', '7♣', '9♦']"
5590,"['9♠', '9♥', '10♥', '10♣', 'J♦']"
5591,"['5♦', '4♠', 'A♣', '6♦', '9♥']"
5592,"['Q♥', 'J♠', '4♣', '2♣', '3♥']"
5593,"['8♣', '4♠', '3♦', '5♠', 'K♦']"
5594,"['10♠', '8♠', '7♦', 'K♦', '10♣']"
5595,"['2♠', '8♦', 'Q♥', '5♥', '8♣']"
5596,"['A♥', 'A♣', '8♠', '9♦', '4♥']"
5597,"['A♣', 'A♦', '2♠', 'K♥', '10♣']"
5598,"['6♣', 'A♦', 'J♦', '5♥', '3♥']"
5599,"['5♦', '3♦', 'Q♣', 'A♦', '8♣']"
5600,"['J♣', '5♠', 'A♣', '7♣', '9♣']"
5601,"['8♣', 'Q♣', '2♥', 'K♥', 'Q♦']"
5602,"['9♣', 'J♣', '9♦', '8♠', '2♣']"
5603,"['K♥', 'J♠', '3♣', 'J♥', '6♠']"
5604,"['8♠', '6♥', '10♦', 'J♠', '2♥']"
5605,"['2♣', 'J♣', 'Q♦', '3♦', '8♠']"
5606,"['Q♣', '3♣', 'K♣', '5♦', '4♦']"
5607,"['6♦', 'K♣', '2♦', '10♦', '6♠']"
5608,"['9♦', '10♠', '7♥', 'J♠', '10♣']"
5609,"['6♠', '10♥', '3♥', 'J♥', '10♣']"
5610,"['K♦', '10♣', 'J♦', '10♦', '8♠']"
5611,"['K♥', '3♣', '7♣', '5♠', 'K♠']"
5612,"['2♠', '3♣', 'A♥', '9♥', '4♠']"
5613,"['5♦', '4♠', '5♠', 'A♣', '9♦']"
5614,"['3♠', 'K♦', '9♣', '6♥', '4♥']"
5615,"['8♦', '10♥', '5♦', '5♠', '10♣']"
5616,"['5♦', 'Q♥', '9♥', 'J♠', '10♠']"
5617,"['3♥', '5♣', 'A♣', '2♥', '4♦']"
5618,"['9♠', '7♠', '6♥', '10♥', 'J♣']"
5619,"['7♣', '6♥', '9♦', 'A♣', '4♦']"
5620,"['Q♥', '10♠', 'K♣', '9♥', '7♦']"
5621,"['7♠', '8♣', '4♣', '9♣', '8♦']"
5622,"['6♦', '9♣', '8♥', '3♦', 'A♥']"
